ix,iy,town,clng,clat,poi_count,poi_with_seed,n_entity_0hop,n_entity_within_1hop,n_entity_within_2hop,mentions_0hop,mentions_within_1hop,mentions_within_2hop,official_0hop,official_within_1hop,official_within_2hop
57,78,狮山镇,113.07875,23.13325,1,0,0,0,0,0,0,0,0,0,0
62,81,狮山镇,113.10125,23.14675,1,0,0,0,0,0,0,0,0,0,0
35,71,狮山镇,112.97975,23.10175,1,0,0,0,0,0,0,0,0,0,0
28,88,狮山镇,112.94825,23.17825,1,0,0,0,0,0,0,0,0,0,0
58,74,狮山镇,113.08325,23.11525,1,0,0,0,0,0,0,0,0,0,0
57,65,狮山镇,113.07875,23.07475,1,0,0,0,0,0,0,0,0,0,0
32,79,狮山镇,112.96625,23.13775,1,0,0,0,0,0,0,0,0,0,0
59,87,狮山镇,113.08775,23.17375,1,0,0,0,0,0,0,0,0,0,0
61,98,狮山镇,113.09675,23.22325,1,0,0,0,0,0,0,0,0,0,0
23,82,狮山镇,112.92575,23.15125,1,0,0,0,0,0,0,0,0,0,0
54,61,狮山镇,113.06525,23.05675,1,0,0,0,0,0,0,0,0,0,0
50,66,狮山镇,113.04725,23.07925,1,0,0,0,0,0,0,0,0,0,0
43,80,狮山镇,113.01575,23.14225,1,0,0,0,0,0,0,0,0,0,0
36,79,狮山镇,112.98425,23.13775,1,0,0,0,0,0,0,0,0,0,0
57,64,狮山镇,113.07875,23.07025,2,0,0,0,0,0,0,0,0,0,0
55,89,狮山镇,113.06975,23.18275,1,0,0,0,0,0,0,0,0,0,0
61,89,狮山镇,113.09675,23.18275,1,0,0,0,0,0,0,0,0,0,0
45,67,狮山镇,113.02475,23.08375,1,0,0,0,0,0,0,0,0,0,0
60,65,狮山镇,113.09225,23.07475,1,0,0,0,0,0,0,0,0,0,0
48,70,狮山镇,113.03825,23.09725,1,0,0,0,0,0,0,0,0,0,0
37,75,狮山镇,112.98875,23.11975,1,0,0,0,0,0,0,0,0,0,0
37,64,狮山镇,112.98875,23.07025,1,0,0,0,0,0,0,0,0,0,0
41,65,狮山镇,113.00675,23.07475,1,0,0,0,0,0,0,0,0,0,0
33,66,狮山镇,112.97075,23.07925,1,0,0,0,0,0,0,0,0,0,0
34,68,狮山镇,112.97525,23.08825,9,0,0,0,0,0,0,0,0,0,0
35,62,狮山镇,112.97975,23.06125,3,0,0,0,0,0,0,0,0,0,0
46,62,狮山镇,113.02925,23.06125,1,0,0,0,0,0,0,0,0,0,0
40,71,狮山镇,113.00225,23.10175,1,0,0,0,0,0,0,0,0,0,0
45,70,狮山镇,113.02475,23.09725,1,0,0,0,0,0,0,0,0,0,0
47,69,狮山镇,113.03375,23.09275,1,0,0,0,0,0,0,0,0,0,0
44,57,狮山镇,113.02025,23.03875,1,0,0,0,0,0,0,0,0,0,0
33,67,狮山镇,112.97075,23.08375,1,0,0,0,0,0,0,0,0,0,0
34,67,狮山镇,112.97525,23.08375,1,0,0,0,0,0,0,0,0,0,0
40,59,狮山镇,113.00225,23.04775,1,0,0,0,0,0,0,0,0,0,0
45,65,狮山镇,113.02475,23.07475,1,0,0,0,0,0,0,0,0,0,0
45,59,狮山镇,113.02475,23.04775,1,0,0,0,0,0,0,0,0,0,0
36,70,狮山镇,112.98425,23.09725,2,0,0,0,0,0,0,0,0,0,0
38,62,狮山镇,112.99325,23.06125,1,0,0,0,0,0,0,0,0,0,0
57,62,狮山镇,113.07875,23.06125,1,0,0,0,0,0,0,0,0,0,0
56,64,狮山镇,113.07425,23.07025,2,0,0,0,0,0,0,0,0,0,0
29,36,西樵镇,112.95275,22.94425,3,3,11,587,3805,833,9642,28005,11,439,2455
32,33,西樵镇,112.96625,22.93075,9,9,17,540,3497,855,8574,26806,17,389,2234
33,33,西樵镇,112.97075,22.93075,14,14,17,540,3497,855,8574,26806,17,389,2234
34,30,西樵镇,112.97525,22.91725,1,1,13,466,3456,654,8268,26734,12,340,2205
34,31,西樵镇,112.97525,22.92175,6,6,14,467,3456,673,8270,26734,13,341,2205
33,31,西樵镇,112.97075,22.92175,22,22,10,463,3448,642,8256,26704,9,338,2201
33,30,西樵镇,112.97075,22.91725,1,1,8,461,3448,635,8250,26704,7,337,2201
36,35,西樵镇,112.98425,22.93975,8,7,6,463,3367,661,7810,26470,6,344,2111
30,36,西樵镇,112.95725,22.94425,9,9,7,457,3300,627,7766,26046,7,345,2123
30,35,西樵镇,112.95725,22.93975,26,20,7,457,3300,627,7766,26046,7,345,2123
29,34,西樵镇,112.95275,22.93525,8,4,6,456,3300,621,7760,26046,6,344,2123
29,35,西樵镇,112.95275,22.93975,10,10,7,457,3300,627,7766,26046,7,345,2123
35,33,西樵镇,112.97975,22.93075,2,2,10,448,3261,618,7673,25903,10,336,2090
35,32,西樵镇,112.97975,22.92625,2,2,10,447,3259,634,7670,25898,10,336,2089
35,31,西樵镇,112.97975,22.92175,9,9,9,447,3258,634,7672,25896,9,336,2088
34,34,西樵镇,112.97525,22.93525,14,6,8,466,3216,644,7620,25765,7,345,2055
34,33,西樵镇,112.97525,22.93075,18,18,10,451,3215,634,7553,25734,10,338,2050
35,35,西樵镇,112.97975,22.93975,5,5,7,462,3214,632,7610,25756,6,342,2053
34,32,西樵镇,112.97525,22.92625,1,1,8,443,3213,607,7527,25730,8,332,2049
35,30,西樵镇,112.97975,22.91725,1,1,6,440,3201,602,7498,25697,6,329,2042
33,34,西樵镇,112.97075,22.93525,17,7,6,449,3196,629,7522,25670,6,336,2040
36,34,西樵镇,112.98425,22.93525,11,11,5,439,3194,596,7491,25662,5,328,2038
32,32,西樵镇,112.96625,22.92625,8,3,5,445,3194,617,7512,25661,5,333,2038
33,32,西樵镇,112.97075,22.92625,7,6,7,447,3194,624,7518,25661,7,334,2038
30,34,西樵镇,112.95725,22.93525,23,1,3,437,3192,590,7486,25657,3,327,2037
36,30,西樵镇,112.98425,22.91725,2,2,3,437,3192,590,7486,25657,3,327,2037
22,46,西樵镇,112.92125,22.98925,1,1,5,183,2575,234,4715,23082,5,137,1683
32,38,西樵镇,112.96625,22.95325,2,2,3,157,2500,225,4713,22840,3,116,1605
32,37,西樵镇,112.96625,22.94875,3,3,3,157,2500,225,4713,22840,3,116,1605
31,37,西樵镇,112.96175,22.94875,4,1,3,157,2500,225,4713,22840,3,116,1605
31,38,西樵镇,112.96175,22.95325,2,2,3,157,2500,225,4713,22840,3,116,1605
22,40,西樵镇,112.92125,22.96225,1,1,8,148,2470,197,4448,22642,8,112,1592
23,41,西樵镇,112.92575,22.96675,2,2,5,150,2424,188,4322,22461,5,115,1553
32,22,西樵镇,112.96625,22.88125,1,1,5,165,2380,273,4484,22469,5,120,1471
32,21,西樵镇,112.96625,22.87675,1,1,5,165,2380,273,4484,22469,5,120,1471
22,39,西樵镇,112.92125,22.95775,2,2,4,131,2120,178,3342,20161,4,100,1351
21,39,西樵镇,112.91675,22.95775,1,1,4,131,2120,178,3342,20161,4,100,1351
37,36,西樵镇,112.98875,22.94425,2,2,2,120,2066,166,3263,19941,2,89,1304
38,36,西樵镇,112.99325,22.94425,3,3,2,120,2066,166,3263,19941,2,89,1304
32,34,西樵镇,112.96625,22.93525,8,8,12,147,2025,238,4327,20361,12,93,1269
31,34,西樵镇,112.96175,22.93525,55,46,12,147,2025,238,4327,20361,12,93,1269
31,33,西樵镇,112.96175,22.93075,9,8,12,147,2025,238,4327,20361,12,93,1269
29,37,西樵镇,112.95275,22.94875,2,2,6,161,1803,221,4387,17662,6,121,1263
28,37,西樵镇,112.94825,22.94875,5,5,6,161,1803,221,4387,17662,6,121,1263
27,37,西樵镇,112.94375,22.94875,1,1,5,161,1803,215,4387,17662,5,121,1263
26,43,西樵镇,112.93925,22.97575,3,3,4,76,1658,133,3211,18589,4,60,1075
20,45,西樵镇,112.91225,22.98475,7,7,9,84,1639,100,3023,18486,7,52,1027
21,45,西樵镇,112.91675,22.98475,1,1,9,84,1639,100,3023,18486,7,52,1027
37,35,西樵镇,112.98875,22.93975,7,7,1,56,1594,65,2267,16786,1,42,987
38,35,西樵镇,112.99325,22.93975,4,1,1,56,1594,65,2267,16786,1,42,987
37,34,西樵镇,112.98875,22.93525,5,1,1,56,1594,65,2267,16786,1,42,987
36,37,西樵镇,112.98425,22.94875,3,1,1,75,1437,101,2107,16149,1,56,906
37,37,西樵镇,112.98875,22.94875,5,4,1,75,1437,101,2107,16149,1,56,906
27,43,西樵镇,112.94375,22.97575,4,2,2,52,1240,112,1826,14659,2,44,779
26,41,西樵镇,112.93925,22.96675,1,1,2,52,1240,112,1826,14659,2,44,779
27,42,西樵镇,112.94375,22.97125,4,3,2,52,1240,112,1826,14659,2,44,779
19,46,西樵镇,112.90775,22.98925,2,2,4,64,1164,68,1820,14736,3,41,722
31,41,西樵镇,112.96175,22.96675,1,1,2,48,1158,94,2187,13809,2,35,826
32,40,西樵镇,112.96625,22.96225,19,1,2,48,1158,94,2187,13809,2,35,826
30,40,西樵镇,112.95725,22.96225,2,1,2,48,1158,94,2187,13809,2,35,826
31,40,西樵镇,112.96175,22.96225,1,1,2,48,1158,94,2187,13809,2,35,826
31,20,西樵镇,112.96175,22.87225,2,2,5,24,958,23,1865,13124,5,16,690
29,39,西樵镇,112.95275,22.95775,2,2,4,48,830,54,1525,12401,4,39,624
29,40,西樵镇,112.95275,22.96225,9,8,4,48,830,54,1525,12401,4,39,624
30,39,西樵镇,112.95725,22.95775,4,3,3,38,789,44,1453,12064,3,30,593
33,36,西樵镇,112.97075,22.94425,28,28,4,46,743,52,1391,10919,3,32,572
33,35,西樵镇,112.97075,22.93975,18,18,4,46,743,52,1391,10919,3,32,572
34,35,西樵镇,112.97525,22.93975,6,6,3,44,678,48,1285,10505,2,31,532
34,36,西樵镇,112.97525,22.94425,8,8,3,44,678,48,1285,10505,2,31,532
35,36,西樵镇,112.97975,22.94425,170,5,2,39,667,36,1263,10159,1,27,522
28,40,西樵镇,112.94825,22.96225,13,12,3,38,630,35,1167,10904,3,30,468
28,31,西樵镇,112.94825,22.92175,2,1,1,11,618,18,832,8989,1,9,442
29,32,西樵镇,112.95275,22.92625,1,1,1,11,618,18,832,8989,1,9,442
32,31,西樵镇,112.96625,22.92175,5,2,2,7,398,7,559,6914,2,5,286
31,29,西樵镇,112.96175,22.91275,1,1,1,2,376,3,490,6742,1,2,279
30,29,西樵镇,112.95725,22.91275,1,1,1,2,376,3,490,6742,1,2,279
23,43,西樵镇,112.92575,22.97575,5,5,1,26,275,13,474,6732,1,21,207
13,33,西樵镇,112.88075,22.93075,1,1,1,4,186,6,345,4444,1,3,165
14,33,西樵镇,112.88525,22.93075,1,1,1,4,186,6,345,4444,1,3,165
19,33,西樵镇,112.90775,22.93075,1,1,1,16,152,5,258,3389,1,11,123
30,37,西樵镇,112.95725,22.94875,3,2,1,4,147,6,236,3752,1,4,108
35,23,西樵镇,112.97975,22.88575,3,1,1,3,128,2,172,3177,1,3,99
36,23,西樵镇,112.98425,22.88575,3,1,1,3,128,2,172,3177,1,3,99
35,24,西樵镇,112.97975,22.89025,5,5,1,3,128,2,172,3177,1,3,99
36,24,西樵镇,112.98425,22.89025,7,5,1,3,128,2,172,3177,1,3,99
34,24,西樵镇,112.97525,22.89025,3,2,1,3,128,2,172,3177,1,3,99
32,35,西樵镇,112.96625,22.93975,1,1,1,3,119,4,165,3095,1,2,81
31,36,西樵镇,112.96175,22.94425,8,5,1,3,119,4,165,3095,1,2,81
32,36,西樵镇,112.96625,22.94425,11,11,1,3,119,4,165,3095,1,2,81
33,37,西樵镇,112.97075,22.94875,5,5,1,3,119,4,165,3095,1,2,81
32,45,西樵镇,112.96625,22.98475,2,2,1,4,39,6,20,971,1,3,38
14,17,西樵镇,112.88525,22.85875,1,0,0,0,0,0,0,0,0,0,0
37,41,西樵镇,112.98875,22.96675,1,0,0,0,0,0,0,0,0,0,0
24,43,西樵镇,112.93025,22.97575,2,0,0,0,0,0,0,0,0,0,0
28,42,西樵镇,112.94825,22.97125,2,0,0,0,0,0,0,0,0,0,0
29,27,西樵镇,112.95275,22.90375,3,0,0,0,0,0,0,0,0,0,0
34,28,西樵镇,112.97525,22.90825,7,0,0,0,0,0,0,0,0,0,0
7,16,西樵镇,112.85375,22.85425,1,0,0,0,0,0,0,0,0,0,0
38,24,西樵镇,112.99325,22.89025,3,0,0,0,0,0,0,0,0,0,0
24,46,西樵镇,112.93025,22.98925,3,0,0,0,0,0,0,0,0,0,0
35,28,西樵镇,112.97975,22.90825,2,0,0,0,0,0,0,0,0,0,0
38,29,西樵镇,112.99325,22.91275,1,0,0,0,0,0,0,0,0,0,0
25,31,西樵镇,112.93475,22.92175,1,0,0,0,0,0,0,0,0,0,0
33,40,西樵镇,112.97075,22.96225,12,0,0,0,0,0,0,0,0,0,0
37,24,西樵镇,112.98875,22.89025,2,0,0,0,0,0,0,0,0,0,0
20,33,西樵镇,112.91225,22.93075,3,0,0,0,0,0,0,0,0,0,0
17,39,西樵镇,112.89875,22.95775,1,0,0,0,0,0,0,0,0,0,0
31,35,西樵镇,112.96175,22.93975,4,0,0,0,0,0,0,0,0,0,0
39,34,西樵镇,112.99775,22.93525,3,0,0,0,0,0,0,0,0,0,0
39,36,西樵镇,112.99775,22.94425,4,0,0,0,0,0,0,0,0,0,0
37,40,西樵镇,112.98875,22.96225,1,0,0,0,0,0,0,0,0,0,0
39,33,西樵镇,112.99775,22.93075,2,0,0,0,0,0,0,0,0,0,0
30,38,西樵镇,112.95725,22.95325,2,0,0,0,0,0,0,0,0,0,0
15,19,西樵镇,112.88975,22.86775,1,0,0,0,0,0,0,0,0,0,0
37,25,西樵镇,112.98875,22.89475,3,0,0,0,0,0,0,0,0,0,0
27,31,西樵镇,112.94375,22.92175,3,0,0,0,0,0,0,0,0,0,0
14,20,西樵镇,112.88525,22.87225,1,0,0,0,0,0,0,0,0,0,0
14,19,西樵镇,112.88525,22.86775,1,0,0,0,0,0,0,0,0,0,0
34,38,西樵镇,112.97525,22.95325,16,0,0,0,0,0,0,0,0,0,0
12,16,西樵镇,112.87625,22.85425,2,0,0,0,0,0,0,0,0,0,0
36,41,西樵镇,112.98425,22.96675,2,0,0,0,0,0,0,0,0,0,0
19,35,西樵镇,112.90775,22.93975,1,0,0,0,0,0,0,0,0,0,0
16,38,西樵镇,112.89425,22.95325,1,0,0,0,0,0,0,0,0,0,0
30,28,西樵镇,112.95725,22.90825,1,0,0,0,0,0,0,0,0,0,0
29,26,西樵镇,112.95275,22.89925,1,0,0,0,0,0,0,0,0,0,0
31,28,西樵镇,112.96175,22.90825,1,0,0,0,0,0,0,0,0,0,0
16,31,西樵镇,112.89425,22.92175,1,0,0,0,0,0,0,0,0,0,0
33,26,西樵镇,112.97075,22.89925,1,0,0,0,0,0,0,0,0,0,0
19,38,西樵镇,112.90775,22.95325,1,0,0,0,0,0,0,0,0,0,0
33,28,西樵镇,112.97075,22.90825,32,0,0,0,0,0,0,0,0,0,0
38,34,西樵镇,112.99325,22.93525,2,0,0,0,0,0,0,0,0,0,0
21,30,西樵镇,112.91675,22.91725,1,0,0,0,0,0,0,0,0,0,0
28,32,西樵镇,112.94825,22.92625,1,0,0,0,0,0,0,0,0,0,0
32,41,西樵镇,112.96625,22.96675,9,0,0,0,0,0,0,0,0,0,0
17,36,西樵镇,112.89875,22.94425,1,0,0,0,0,0,0,0,0,0,0
27,41,西樵镇,112.94375,22.96675,2,0,0,0,0,0,0,0,0,0,0
29,41,西樵镇,112.95275,22.96675,1,0,0,0,0,0,0,0,0,0,0
24,40,西樵镇,112.93025,22.96225,1,0,0,0,0,0,0,0,0,0,0
25,51,西樵镇,112.93475,23.01175,1,0,0,0,0,0,0,0,0,0,0
26,49,西樵镇,112.93925,23.00275,1,0,0,0,0,0,0,0,0,0,0
12,21,西樵镇,112.87625,22.87675,1,0,0,0,0,0,0,0,0,0,0
24,23,西樵镇,112.93025,22.88575,1,0,0,0,0,0,0,0,0,0,0
37,38,西樵镇,112.98875,22.95325,4,0,0,0,0,0,0,0,0,0,0
26,31,西樵镇,112.93925,22.92175,1,0,0,0,0,0,0,0,0,0,0
40,34,西樵镇,113.00225,22.93525,1,0,0,0,0,0,0,0,0,0,0
21,29,西樵镇,112.91675,22.91275,1,0,0,0,0,0,0,0,0,0,0
8,18,西樵镇,112.85825,22.86325,1,0,0,0,0,0,0,0,0,0,0
21,25,西樵镇,112.91675,22.89475,1,0,0,0,0,0,0,0,0,0,0
11,17,西樵镇,112.87175,22.85875,2,0,0,0,0,0,0,0,0,0,0
35,37,西樵镇,112.97975,22.94875,26,0,0,0,0,0,0,0,0,0,0
21,41,西樵镇,112.91675,22.96675,1,0,0,0,0,0,0,0,0,0,0
33,38,西樵镇,112.97075,22.95325,6,0,0,0,0,0,0,0,0,0,0
12,22,西樵镇,112.87625,22.88125,1,0,0,0,0,0,0,0,0,0,0
35,38,西樵镇,112.97975,22.95325,82,0,0,0,0,0,0,0,0,0,0
19,37,西樵镇,112.90775,22.94875,5,0,0,0,0,0,0,0,0,0,0
6,17,西樵镇,112.84925,22.85875,1,0,0,0,0,0,0,0,0,0,0
27,39,西樵镇,112.94375,22.95775,3,0,0,0,0,0,0,0,0,0,0
36,25,西樵镇,112.98425,22.89475,1,0,0,0,0,0,0,0,0,0,0
20,43,西樵镇,112.91225,22.97575,2,0,0,0,0,0,0,0,0,0,0
36,38,西樵镇,112.98425,22.95325,8,0,0,0,0,0,0,0,0,0,0
33,41,西樵镇,112.97075,22.96675,12,0,0,0,0,0,0,0,0,0,0
32,29,西樵镇,112.96625,22.91275,2,0,0,0,0,0,0,0,0,0,0
20,44,西樵镇,112.91225,22.98025,2,0,0,0,0,0,0,0,0,0,0
35,39,西樵镇,112.97975,22.95775,13,0,0,0,0,0,0,0,0,0,0
36,39,西樵镇,112.98425,22.95775,15,0,0,0,0,0,0,0,0,0,0
26,32,西樵镇,112.93925,22.92625,11,0,0,0,0,0,0,0,0,0,0
33,29,西樵镇,112.97075,22.91275,15,0,0,0,0,0,0,0,0,0,0
13,18,西樵镇,112.88075,22.86325,1,0,0,0,0,0,0,0,0,0,0
39,35,西樵镇,112.99775,22.93975,3,0,0,0,0,0,0,0,0,0,0
36,36,西樵镇,112.98425,22.94425,13,0,0,0,0,0,0,0,0,0,0
16,39,西樵镇,112.89425,22.95775,2,0,0,0,0,0,0,0,0,0,0
33,27,西樵镇,112.97075,22.90375,4,0,0,0,0,0,0,0,0,0,0
21,37,西樵镇,112.91675,22.94875,2,0,0,0,0,0,0,0,0,0,0
37,26,西樵镇,112.98875,22.89925,3,0,0,0,0,0,0,0,0,0,0
23,24,西樵镇,112.92575,22.89025,2,0,0,0,0,0,0,0,0,0,0
26,33,西樵镇,112.93925,22.93075,1,0,0,0,0,0,0,0,0,0,0
37,32,西樵镇,112.98875,22.92625,1,0,0,0,0,0,0,0,0,0,0
33,44,西樵镇,112.97075,22.98025,1,0,0,0,0,0,0,0,0,0,0
31,32,西樵镇,112.96175,22.92625,1,0,0,0,0,0,0,0,0,0,0
27,40,西樵镇,112.94375,22.96225,2,0,0,0,0,0,0,0,0,0,0
34,44,西樵镇,112.97525,22.98025,1,0,0,0,0,0,0,0,0,0,0
31,45,西樵镇,112.96175,22.98475,1,0,0,0,0,0,0,0,0,0,0
35,22,西樵镇,112.97975,22.88125,1,0,0,0,0,0,0,0,0,0,0
26,39,西樵镇,112.93925,22.95775,3,0,0,0,0,0,0,0,0,0,0
11,21,西樵镇,112.87175,22.87675,1,0,0,0,0,0,0,0,0,0,0
38,26,西樵镇,112.99325,22.89925,3,0,0,0,0,0,0,0,0,0,0
11,16,西樵镇,112.87175,22.85425,14,0,0,0,0,0,0,0,0,0,0
10,16,西樵镇,112.86725,22.85425,7,0,0,0,0,0,0,0,0,0,0
10,15,西樵镇,112.86725,22.84975,7,0,0,0,0,0,0,0,0,0,0
35,41,西樵镇,112.97975,22.96675,1,0,0,0,0,0,0,0,0,0,0
17,31,西樵镇,112.89875,22.92175,1,0,0,0,0,0,0,0,0,0,0
29,28,西樵镇,112.95275,22.90825,7,0,0,0,0,0,0,0,0,0,0
24,24,西樵镇,112.93025,22.89025,1,0,0,0,0,0,0,0,0,0,0
21,36,西樵镇,112.91675,22.94425,1,0,0,0,0,0,0,0,0,0,0
18,34,西樵镇,112.90325,22.93525,1,0,0,0,0,0,0,0,0,0,0
27,33,西樵镇,112.94375,22.93075,4,0,0,0,0,0,0,0,0,0,0
34,40,西樵镇,112.97525,22.96225,3,0,0,0,0,0,0,0,0,0,0
9,15,西樵镇,112.86275,22.84975,2,0,0,0,0,0,0,0,0,0,0
35,42,西樵镇,112.97975,22.97125,2,0,0,0,0,0,0,0,0,0,0
21,22,西樵镇,112.91675,22.88125,1,0,0,0,0,0,0,0,0,0,0
24,28,西樵镇,112.93025,22.90825,1,0,0,0,0,0,0,0,0,0,0
21,40,西樵镇,112.91675,22.96225,1,0,0,0,0,0,0,0,0,0,0
22,41,西樵镇,112.92125,22.96675,1,0,0,0,0,0,0,0,0,0,0
35,40,西樵镇,112.97975,22.96225,5,0,0,0,0,0,0,0,0,0,0
19,39,西樵镇,112.90775,22.95775,1,0,0,0,0,0,0,0,0,0,0
27,25,西樵镇,112.94375,22.89475,1,0,0,0,0,0,0,0,0,0,0
15,39,西樵镇,112.88975,22.95775,2,0,0,0,0,0,0,0,0,0,0
13,34,西樵镇,112.88075,22.93525,1,0,0,0,0,0,0,0,0,0,0
34,39,西樵镇,112.97525,22.95775,3,0,0,0,0,0,0,0,0,0,0
25,47,西樵镇,112.93475,22.99375,1,0,0,0,0,0,0,0,0,0,0
20,39,西樵镇,112.91225,22.95775,1,0,0,0,0,0,0,0,0,0,0
20,36,西樵镇,112.91225,22.94425,1,0,0,0,0,0,0,0,0,0,0
20,40,西樵镇,112.91225,22.96225,3,0,0,0,0,0,0,0,0,0,0
30,30,西樵镇,112.95725,22.91725,1,0,0,0,0,0,0,0,0,0,0
26,26,西樵镇,112.93925,22.89925,1,0,0,0,0,0,0,0,0,0,0
28,27,西樵镇,112.94825,22.90375,2,0,0,0,0,0,0,0,0,0,0
18,42,西樵镇,112.90325,22.97125,1,0,0,0,0,0,0,0,0,0,0
27,52,西樵镇,112.94375,23.01625,2,0,0,0,0,0,0,0,0,0,0
18,41,西樵镇,112.90325,22.96675,2,0,0,0,0,0,0,0,0,0,0
18,35,西樵镇,112.90325,22.93975,1,0,0,0,0,0,0,0,0,0,0
27,32,西樵镇,112.94375,22.92625,5,0,0,0,0,0,0,0,0,0,0
27,51,西樵镇,112.94375,23.01175,1,0,0,0,0,0,0,0,0,0,0
26,44,西樵镇,112.93925,22.98025,1,0,0,0,0,0,0,0,0,0,0
20,41,西樵镇,112.91225,22.96675,1,0,0,0,0,0,0,0,0,0,0
32,28,西樵镇,112.96625,22.90825,3,0,0,0,0,0,0,0,0,0,0
21,28,西樵镇,112.91675,22.90825,1,0,0,0,0,0,0,0,0,0,0
34,37,西樵镇,112.97525,22.94875,2,0,0,0,0,0,0,0,0,0,0
31,46,西樵镇,112.96175,22.98925,1,0,0,0,0,0,0,0,0,0,0
34,23,西樵镇,112.97525,22.88575,4,0,0,0,0,0,0,0,0,0,0
29,43,西樵镇,112.95275,22.97575,1,0,0,0,0,0,0,0,0,0,0
40,22,西樵镇,113.00225,22.88125,2,0,0,0,0,0,0,0,0,0,0
8,19,西樵镇,112.85825,22.86775,1,0,0,0,0,0,0,0,0,0,0
19,36,西樵镇,112.90775,22.94425,2,0,0,0,0,0,0,0,0,0,0
20,34,西樵镇,112.91225,22.93525,2,0,0,0,0,0,0,0,0,0,0
27,44,西樵镇,112.94375,22.98025,1,0,0,0,0,0,0,0,0,0,0
41,30,西樵镇,113.00675,22.91725,2,0,0,0,0,0,0,0,0,0,0
19,41,西樵镇,112.90775,22.96675,1,0,0,0,0,0,0,0,0,0,0
27,38,西樵镇,112.94375,22.95325,2,0,0,0,0,0,0,0,0,0,0
13,21,西樵镇,112.88075,22.87675,1,0,0,0,0,0,0,0,0,0,0
28,33,西樵镇,112.94825,22.93075,1,0,0,0,0,0,0,0,0,0,0
22,38,西樵镇,112.92125,22.95325,1,0,0,0,0,0,0,0,0,0,0
19,34,西樵镇,112.90775,22.93525,1,0,0,0,0,0,0,0,0,0,0
37,23,西樵镇,112.98875,22.88575,2,0,0,0,0,0,0,0,0,0,0
32,27,西樵镇,112.96625,22.90375,1,0,0,0,0,0,0,0,0,0,0
23,42,西樵镇,112.92575,22.97125,1,0,0,0,0,0,0,0,0,0,0
34,27,西樵镇,112.97525,22.90375,3,0,0,0,0,0,0,0,0,0,0
17,38,西樵镇,112.89875,22.95325,1,0,0,0,0,0,0,0,0,0,0
18,37,西樵镇,112.90325,22.94875,1,0,0,0,0,0,0,0,0,0,0
21,26,西樵镇,112.91675,22.89925,1,0,0,0,0,0,0,0,0,0,0
26,34,西樵镇,112.93925,22.93525,3,0,0,0,0,0,0,0,0,0,0
38,33,西樵镇,112.99325,22.93075,1,0,0,0,0,0,0,0,0,0,0
36,40,西樵镇,112.98425,22.96225,2,0,0,0,0,0,0,0,0,0,0
41,32,西樵镇,113.00675,22.92625,1,0,0,0,0,0,0,0,0,0,0
23,33,西樵镇,112.92575,22.93075,1,0,0,0,0,0,0,0,0,0,0
16,18,西樵镇,112.89425,22.86325,1,0,0,0,0,0,0,0,0,0,0
31,39,西樵镇,112.96175,22.95775,1,0,0,0,0,0,0,0,0,0,0
22,31,西樵镇,112.92125,22.92175,1,0,0,0,0,0,0,0,0,0,0
22,27,西樵镇,112.92125,22.90375,2,0,0,0,0,0,0,0,0,0,0
22,22,西樵镇,112.92125,22.88125,1,0,0,0,0,0,0,0,0,0,0
23,23,西樵镇,112.92575,22.88575,1,0,0,0,0,0,0,0,0,0,0
22,30,西樵镇,112.92125,22.91725,1,0,0,0,0,0,0,0,0,0,0
24,37,西樵镇,112.93025,22.94875,1,0,0,0,0,0,0,0,0,0,0
15,17,西樵镇,112.88975,22.85875,1,0,0,0,0,0,0,0,0,0,0
36,28,西樵镇,112.98425,22.90825,1,0,0,0,0,0,0,0,0,0,0
35,43,西樵镇,112.97975,22.97575,1,0,0,0,0,0,0,0,0,0,0
32,42,西樵镇,112.96625,22.97125,1,0,0,0,0,0,0,0,0,0,0
20,22,西樵镇,112.91225,22.88125,2,0,0,0,0,0,0,0,0,0,0
32,43,西樵镇,112.96625,22.97575,1,0,0,0,0,0,0,0,0,0,0
28,50,西樵镇,112.94825,23.00725,1,0,0,0,0,0,0,0,0,0,0
28,47,西樵镇,112.94825,22.99375,1,0,0,0,0,0,0,0,0,0,0
40,24,西樵镇,113.00225,22.89025,1,0,0,0,0,0,0,0,0,0,0
38,23,西樵镇,112.99325,22.88575,1,0,0,0,0,0,0,0,0,0,0
73,88,里水镇,113.15075,23.17825,2,0,0,0,0,0,0,0,0,0,0
69,89,里水镇,113.13275,23.18275,1,0,0,0,0,0,0,0,0,0,0
76,93,里水镇,113.16425,23.20075,96,0,0,0,0,0,0,0,0,0,0
63,95,里水镇,113.10575,23.20975,1,0,0,0,0,0,0,0,0,0,0
68,92,里水镇,113.12825,23.19625,3,0,0,0,0,0,0,0,0,0,0
71,91,里水镇,113.14175,23.19175,4,0,0,0,0,0,0,0,0,0,0
63,94,里水镇,113.10575,23.20525,1,0,0,0,0,0,0,0,0,0,0
71,87,里水镇,113.14175,23.17375,14,0,0,0,0,0,0,0,0,0,0
80,91,里水镇,113.18225,23.19175,3,0,0,0,0,0,0,0,0,0,0
62,96,里水镇,113.10125,23.21425,1,0,0,0,0,0,0,0,0,0,0
65,92,里水镇,113.11475,23.19625,1,0,0,0,0,0,0,0,0,0,0
75,88,里水镇,113.15975,23.17825,8,0,0,0,0,0,0,0,0,0,0
